IID,FID,tray,pos,HT1,HT2
1287,NSW_1079736,39,E-9,77,121
1532,NSW_1079761,39,A-10,68,115
785,NSW_1079692,39,B-10,NA,NA
247,NSW_1075723,39,C-10,NA,NA
1312,NSW_1079738,39,D-10,11,20
199,NSW_1074318,39,E-10,43,89
1397,NSW_1079746,40,A-1,48,79
1192,NSW_1079729,40,B-1,NA,NA
201,NSW_1074318,40,C-1,NA,NA
1046,NSW_1079718,40,D-1,NA,NA
1880,NSW_1079818,40,E-1,NA,NA
1229,NSW_1079731,40,A-2,NA,NA
1447,NSW_1079751,40,B-2,69,107
850,NSW_1075707,40,C-2,NA,NA
156,NSW_1071138,40,D-2,NA,NA
1533,NSW_1079761,40,E-2,47,104
697,NSW_1079677,40,A-3,100,163
2188,NSW_1080780,40,B-3,102,162
1883,NSW_1079818,40,C-3,NA,NA
192,NSW_1071148,40,D-3,14,30
2292,NSW_1075708,40,E-3,NA,NA
1881,NSW_1079818,40,A-4,NA,NA
1705,NSW_1079784,40,B-4,NA,NA
338,NSW_1074433,40,C-4,NA,NA
1296,NSW_1079736,40,D-4,84,149
397,NSW_1078640,40,E-4,126,204
1675,NSW_1079779,40,A-5,71,148
1510,NSW_1079758,40,B-5,NA,NA
856,NSW_1075707,40,C-5,24,46
762,NSW_1079687,40,D-5,35,71
2092,NSW_1080772,40,E-5,94,180
2174,NSW_1080779,40,A-6,NA,NA
1735,NSW_1079789,40,B-6,66,122
1543,NSW_1079762,40,C-6,NA,NA
1462,NSW_1079752,40,D-6,53,113
146,NSW_1071138,40,E-6,161,230
63,NSW_1071110,40,A-7,54,87
1545,NSW_1079762,40,B-7,18,20
578,NSW_1075721,40,C-7,NA,NA
11,NSW_1071070,40,D-7,NA,NA
916,NSW_1079707,40,E-7,NA,NA
10,NSW_1071070,40,A-8,61,129
1182,NSW_1079728,40,B-8,NA,NA
855,NSW_1079702,40,C-8,NA,NA
17,NSW_1071075,40,D-8,NA,NA
974,NSW_1075712,40,E-8,NA,NA
1876,NSW_1079818,40,A-9,64,141
1771,NSW_1079794,40,B-9,NA,NA
576,NSW_1078660,40,C-9,NA,NA
1394,NSW_1079746,40,D-9,NA,NA
956,NSW_1079710,40,E-9,NA,NA
882,NSW_1079705,40,A-10,33,48
1189,NSW_1079729,40,B-10,46,90
2303,NSW_1075704,40,C-10,62,145
2208,NSW_1080781,40,D-10,8,9
1752,NSW_1079793,40,E-10,36,80
1243,NSW_1079732,41,A-1,14,38
388,NSW_1078637,41,B-1,NA,NA
143,NSW_1071133,41,C-1,45,110
992,NSW_1079713,41,D-1,44,112
2019,NSW_1080766,41,E-1,NA,NA
1875,NSW_1079818,41,A-2,15,35
865,NSW_1079703,41,B-2,48,94
1435,NSW_1079750,41,C-2,NA,NA
970,NSW_1079711,41,D-2,38,91
1482,NSW_1079755,41,E-2,NA,NA
2185,NSW_1080780,41,A-3,63,143
2144,NSW_1080776,41,B-3,144,229
751,NSW_1079686,41,C-3,NA,NA
330,NSW_1074329,41,D-3,NA,NA
182,NSW_1071148,41,E-3,100,204
1840,NSW_1079809,41,A-4,NA,NA
819,NSW_1079697,41,B-4,32,67
349,NSW_1074453,41,C-4,43,96
1119,NSW_1079723,41,D-4,NA,NA
1739,NSW_1079789,41,E-4,NA,NA
417,NSW_1078641,41,A-5,108,170
2396,NSW_1075718,41,B-5,NA,NA
1889,NSW_1079819,41,C-5,NA,NA
1150,NSW_1079725,41,D-5,NA,NA
1377,NSW_1079744,41,E-5,66,155
1724,NSW_1079788,41,A-6,49,116
2184,NSW_1080779,41,B-6,84,135
861,NSW_1079702,41,C-6,18,54
1934,NSW_1080759,41,D-6,176,327
517,NSW_1078654,41,E-6,89,168
1791,NSW_1079799,41,A-7,NA,NA
2282,NSW_1075708,41,B-7,NA,NA
1392,NSW_1079745,41,C-7,NA,NA
1272,NSW_1079734,41,D-7,NA,NA
913,NSW_1079707,41,E-7,NA,NA
2029,NSW_1080767,41,A-8,115,211
1014,NSW_1079715,41,B-8,NA,NA
314,NSW_1075706,41,C-8,NA,NA
1387,NSW_1079745,41,D-8,NA,NA
1089,NSW_1079721,41,E-8,NA,NA
951,NSW_1079710,41,A-9,NA,NA
763,NSW_1079687,41,B-9,NA,NA
2154,NSW_1080777,41,C-9,NA,NA
2152,NSW_1080777,41,D-9,NA,NA
363,NSW_1074458,41,E-9,NA,NA
1864,NSW_1079814,41,A-10,NA,NA
1602,NSW_1079768,41,B-10,NA,NA
2361,NSW_1075711,41,C-10,NA,NA
390,NSW_1078637,41,D-10,NA,NA
1408,NSW_1079747,41,E-10,72,130
1130,NSW_1079724,42,A-1,13,48
294,NSW_1074423,42,B-1,18,53
1488,NSW_1079755,42,C-1,64,124
691,NSW_1079675,42,D-1,NA,NA
1500,NSW_1079756,42,E-1,NA,NA
1132,NSW_1079724,42,A-2,49,124
1204,NSW_1079730,42,B-2,NA,NA
4,NSW_1071070,42,C-2,63,116
1476,NSW_1079753,42,D-2,NA,NA
864,NSW_1075707,42,E-2,NA,NA
1407,NSW_1079747,42,A-3,166,273
1350,NSW_1079741,42,B-3,NA,NA
1367,NSW_1079743,42,C-3,NA,NA
1562,NSW_1079765,42,D-3,NA,NA
1053,NSW_1079718,42,E-3,63,140
94,NSW_1071115,42,A-4,19,54
1489,NSW_1079756,42,B-4,18,35
1530,NSW_1079761,42,C-4,92,138
1718,NSW_1079788,42,D-4,71,144
36,NSW_1071080,42,E-4,134,210
1703,NSW_1079783,42,A-5,40,98
91,NSW_1071115,42,B-5,NA,NA
220,NSW_1075719,42,C-5,NA,NA
2020,NSW_1080766,42,D-5,35,68
822,NSW_1079697,42,E-5,20,39
1672,NSW_1079779,42,A-6,NA,NA
115,NSW_1071123,42,B-6,NA,NA
322,NSW_1075706,42,C-6,NA,NA
1313,NSW_1079738,42,D-6,10,15
2126,NSW_1080775,42,E-6,33,72
1845,NSW_1079809,42,A-7,46,94
1494,NSW_1079756,42,B-7,NA,NA
284,NSW_1074398,42,C-7,NA,NA
1808,NSW_1079803,42,D-7,NA,NA
2287,NSW_1075708,42,E-7,NA,NA
983,NSW_1075712,42,A-8,39,111
1521,NSW_1079760,42,B-8,24,70
441,NSW_1078642,42,C-8,NA,NA
2089,NSW_1080772,42,D-8,80,159
1240,NSW_1079732,42,E-8,NA,NA
1310,NSW_1079738,42,A-9,NA,NA
1065,NSW_1079719,42,B-9,NA,NA
107,NSW_1071118,42,C-9,31,66
1160,NSW_1079726,42,D-9,129,219
1333,NSW_1079740,42,E-9,NA,NA
1839,NSW_1079809,42,A-10,44,108
2226,NSW_1080784,42,B-10,38,89
1584,NSW_1079766,42,C-10,46,86
2103,NSW_1080773,42,D-10,103,195
9,NSW_1071070,42,E-10,155,283
1439,NSW_1079750,43,A-1,NA,NA
627,NSW_1079654,43,B-1,22,41
1002,NSW_1079714,43,C-1,NA,NA
1071,NSW_1079720,43,D-1,NA,NA
226,NSW_1075719,43,E-1,NA,NA
2309,NSW_1075720,43,A-2,NA,NA
1302,NSW_1079737,43,B-2,20,41
2213,NSW_1080782,43,C-2,NA,NA
680,NSW_1079672,43,D-2,NA,NA
1073,NSW_1079720,43,E-2,NA,NA
788,NSW_1079692,43,A-3,NA,NA
863,NSW_1079702,43,B-3,NA,NA
1338,NSW_1079740,43,C-3,NA,NA
202,NSW_1074318,43,D-3,NA,NA
401,NSW_1078640,43,E-3,31,64
1043,NSW_1079717,43,A-4,8,9
1799,NSW_1079799,43,B-4,84,137
817,NSW_1079697,43,C-4,NA,NA
155,NSW_1071138,43,D-4,67,134
1979,NSW_1080762,43,E-4,NA,NA
705,NSW_1079677,43,A-5,NA,NA
1534,NSW_1079761,43,B-5,64,119
1340,NSW_1079740,43,C-5,58,121
2211,NSW_1080782,43,D-5,65,124
1511,NSW_1079758,43,E-5,NA,NA
2021,NSW_1080766,43,A-6,NA,NA
85,NSW_1071115,43,B-6,42,50
1418,NSW_1079748,43,C-6,NA,NA
189,NSW_1071148,43,D-6,54,110
2332,NSW_1075710,43,E-6,40,67
714,NSW_1079680,43,A-7,75,114
1183,NSW_1079728,43,B-7,NA,NA
1531,NSW_1079761,43,C-7,38,71
299,NSW_1074423,43,D-7,22,30
1347,NSW_1079741,43,E-7,NA,NA
1238,NSW_1079732,43,A-8,26,46
1401,NSW_1079746,43,B-8,NA,NA
1888,NSW_1079819,43,C-8,NA,NA
570,NSW_1078660,43,D-8,NA,NA
1107,NSW_1079722,43,E-8,NA,NA
31,NSW_1071080,43,A-9,94,170
1382,NSW_1079745,43,B-9,NA,NA
1062,NSW_1079719,43,C-9,NA,NA
157,NSW_1071143,43,D-9,16,34
1781,NSW_1079798,43,E-9,86,127
1773,NSW_1079794,43,A-10,NA,NA
632,NSW_1079654,43,B-10,NA,NA
411,NSW_1078641,43,C-10,12,26
1339,NSW_1079740,43,D-10,5,7
842,NSW_1075707,43,E-10,NA,NA
1655,NSW_1079774,44,A-1,NA,NA
1167,NSW_1079727,44,B-1,NA,NA
33,NSW_1071080,44,C-1,NA,NA
103,NSW_1071118,44,D-1,22,35
2112,NSW_1080773,44,E-1,8,13
2359,NSW_1075711,44,A-2,NA,NA
681,NSW_1079672,44,B-2,NA,NA
1741,NSW_1079793,44,C-2,NA,NA
438,NSW_1078642,44,D-2,NA,NA
749,NSW_1079686,44,E-2,NA,NA
1191,NSW_1079729,44,A-3,NA,NA
2387,NSW_1075705,44,B-3,84,160
1057,NSW_1079719,44,C-3,82,154
2027,NSW_1080766,44,D-3,NA,NA
829,NSW_1079701,44,E-3,35,105
360,NSW_1074453,44,A-4,NA,NA
679,NSW_1079672,44,B-4,75,166
1787,NSW_1079798,44,C-4,NA,NA
337,NSW_1074433,44,D-4,62,148
1619,NSW_1079772,44,E-4,28,63
1797,NSW_1079799,44,A-5,NA,NA
27,NSW_1071080,44,B-5,130,254
653,NSW_1079670,44,C-5,98,197
2269,NSW_1080787,44,D-5,NA,NA
1117,NSW_1079723,44,E-5,NA,NA
2331,NSW_1075710,44,A-6,60,126
2101,NSW_1080773,44,B-6,129,231
1811,NSW_1079803,44,C-6,37,77
1873,NSW_1079818,44,D-6,106,198
313,NSW_1074428,44,E-6,NA,NA
634,NSW_1079654,44,A-7,NA,NA
646,NSW_1079658,44,B-7,129,218
1660,NSW_1079778,44,C-7,60,144
1916,NSW_1079822,44,D-7,58,132
619,NSW_1079653,44,E-7,NA,NA
925,NSW_1079708,44,A-8,NA,NA
2047,NSW_1080768,44,B-8,19,45
2090,NSW_1080772,44,C-8,65,135
2276,NSW_1080787,44,D-8,NA,NA
1553,NSW_1079763,44,E-8,6,11
1292,NSW_1079736,44,A-9,8,29
1432,NSW_1079750,44,B-9,101,173
791,NSW_1079692,44,C-9,28,64
2220,NSW_1080782,44,D-9,102,174
505,NSW_1078653,44,E-9,106,190
963,NSW_1079711,44,A-10,108,239
736,NSW_1079682,44,B-10,68,151
69,NSW_1071110,44,C-10,NA,NA
218,NSW_1075719,44,D-10,54,135
1358,NSW_1079743,44,E-10,NA,NA
1734,NSW_1079789,45,A-1,35,72
1526,NSW_1079761,45,B-1,NA,NA
2199,NSW_1080781,45,C-1,44,90
377,NSW_1078636,45,D-1,66,139
2177,NSW_1080779,45,E-1,78,134
235,NSW_1074429,45,A-2,NA,NA
227,NSW_1074324,45,B-2,NA,NA
1270,NSW_1079734,45,C-2,NA,NA
1919,NSW_1079822,45,D-2,NA,NA
